,Date,State Name,Vegetable Name,Wholesale Price,Retail Price,Shopping Mall Price,Units,Vegetable Image
10,2024-05-05,Maharashtra,Baby Corn,65,75 - 83,78 - 107,1kg,resource/images/vegetables/babycorn-64.png
11,2024-05-05,Maharashtra,Banana Flower,17,20 - 22,20 - 28,1kg,resource/images/vegetables/bananaflower-64.png
12,2024-05-05,Maharashtra,Capsicum,50,58 - 64,60 - 83,1kg,resource/images/vegetables/capsicum-64.png
13,2024-05-05,Maharashtra,Bitter Gourd,35,40 - 44,42 - 58,1kg,resource/images/vegetables/bittergourd-64.png
14,2024-05-05,Maharashtra,Bottle Gourd,28,32 - 36,34 - 46,1kg,resource/images/vegetables/bottlegourd-64.png
15,2024-05-05,Maharashtra,Butter Beans,50,58 - 64,60 - 83,1kg,resource/images/vegetables/butterbeans-64.png
16,2024-05-05,Maharashtra,Broad Beans,34,39 - 43,41 - 56,1kg,resource/images/vegetables/broadbeans-64.png
17,2024-05-05,Maharashtra,Cabbage,18,21 - 23,22 - 30,1kg,resource/images/vegetables/cabbage-64.png
18,2024-05-05,Maharashtra,Carrot,45,52 - 57,54 - 74,1kg,resource/images/vegetables/carrot-64.png
19,2024-05-05,Maharashtra,Cauliflower,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cauliflower-64.png
20,2024-05-05,Maharashtra,Cluster beans,43,49 - 55,52 - 71,1kg,resource/images/vegetables/clusterbeans-64.png
21,2024-05-05,Maharashtra,Coconut,38,44 - 48,46 - 63,1kg,resource/images/vegetables/coconut-64.png
22,2024-05-05,Maharashtra,Colocasia Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/colocasialeaves-64.png
23,2024-05-05,Maharashtra,Colocasia,28,32 - 36,34 - 46,1kg,resource/images/vegetables/colocasia-64.png
24,2024-05-05,Maharashtra,Coriander Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/corianderleaves-64.png
25,2024-05-05,Maharashtra,Corn,30,35 - 38,36 - 50,1kg,resource/images/vegetables/corn-64.png
26,2024-05-05,Maharashtra,Cucumber,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cucumber-64.png
27,2024-05-05,Maharashtra,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
28,2024-05-05,Maharashtra,Dill Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/dillleaves-64.png
29,2024-05-05,Maharashtra,Drumsticks,50,58 - 64,60 - 83,1kg,resource/images/vegetables/drumsticks-64.png
30,2024-05-05,Maharashtra,Brinjal,28,32 - 36,34 - 46,1kg,resource/images/vegetables/brinjal-64.png
31,2024-05-05,Maharashtra,Brinjal (Big),26,30 - 33,31 - 43,1kg,resource/images/vegetables/brinjalbig-64.png
32,2024-05-05,Maharashtra,Elephant Yam,29,33 - 37,35 - 48,1kg,resource/images/vegetables/elephantyam-64.png
33,2024-05-05,Maharashtra,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
34,2024-05-05,Maharashtra,French Beans,54,62 - 69,65 - 89,1kg,resource/images/vegetables/frenchbeans-64.png
35,2024-05-05,Maharashtra,Garlic,168,193 - 213,202 - 277,1kg,resource/images/vegetables/garlic-64.png
36,2024-05-05,Maharashtra,Ginger,117,135 - 149,140 - 193,1kg,resource/images/vegetables/ginger-64.png
37,2024-05-05,Maharashtra,Onion Green,39,45 - 50,47 - 64,1kg,resource/images/vegetables/oniongreen-64.png
38,2024-05-05,Maharashtra,Green Peas,47,54 - 60,56 - 78,1kg,resource/images/vegetables/greenpeas-64.png
39,2024-05-05,Maharashtra,Ivy Gourd,22,25 - 28,26 - 36,1kg,resource/images/vegetables/ivygourd-64.png
40,2024-05-05,Maharashtra,Lemon (Lime),68,78 - 86,82 - 112,1kg,resource/images/vegetables/lemon-64.png
41,2024-05-05,Maharashtra,Mango Raw,24,28 - 30,29 - 40,1kg,resource/images/vegetables/mangoraw-64.png
42,2024-05-05,Maharashtra,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
43,2024-05-05,Maharashtra,Mushroom,86,99 - 109,103 - 142,1kg,resource/images/vegetables/mushroom-64.png
44,2024-05-05,Maharashtra,Mustard Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/mustardleaves-64.png
45,2024-05-05,Maharashtra,Ladies Finger,37,43 - 47,44 - 61,1kg,resource/images/vegetables/ladiesfinger-64.png
46,2024-05-05,Maharashtra,Pumpkin,19,22 - 24,23 - 31,1kg,resource/images/vegetables/pumpkin-64.png
47,2024-05-05,Maharashtra,Radish,26,30 - 33,31 - 43,1kg,resource/images/vegetables/radish-64.png
48,2024-05-05,Maharashtra,Ridge Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/ridgegourd-64.png
49,2024-05-05,Maharashtra,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg,resource/images/vegetables/shallot-64.png
50,2024-05-05,Maharashtra,Snake Gourd,22,25 - 28,26 - 36,1kg,resource/images/vegetables/snakegourd-64.png
51,2024-05-05,Maharashtra,Sorrel Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/sorrelleaves-64.png
52,2024-05-05,Maharashtra,Spinach,15,17 - 19,18 - 25,1kg,resource/images/vegetables/spinach-64.png
53,2024-05-05,Maharashtra,Sweet Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/sweetpotato-64.png
0,2024-05-06,Maharashtra,Onion Big,26,30 - 33,31 - 43,1kg,resource/images/vegetables/onionbig-64.png
1,2024-05-06,Maharashtra,Onion Small,38,44 - 48,46 - 63,1kg,resource/images/vegetables/onionsmall-64.png
2,2024-05-06,Maharashtra,Tomato,27,31 - 34,32 - 45,1kg,resource/images/vegetables/tomato-64.png
3,2024-05-06,Maharashtra,Green Chilli,44,51 - 56,53 - 73,1kg,resource/images/vegetables/greenchili-64.png
4,2024-05-06,Maharashtra,Beetroot,39,45 - 50,47 - 64,1kg,resource/images/vegetables/beetroot-64.png
5,2024-05-06,Maharashtra,Potato,31,36 - 39,37 - 51,1kg,resource/images/vegetables/potato-64.png
6,2024-05-06,Maharashtra,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,resource/images/vegetables/plantain-64.png
7,2024-05-06,Maharashtra,Amaranth Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/amaranthleaves-64.png
8,2024-05-06,Maharashtra,Amla,75,86 - 95,90 - 124,1kg,resource/images/vegetables/amla-64.png
9,2024-05-06,Maharashtra,Ash gourd,20,23 - 25,24 - 33,1kg,resource/images/vegetables/ashgourd-64.png
10,2024-05-06,Maharashtra,Baby Corn,65,75 - 83,78 - 107,1kg,resource/images/vegetables/babycorn-64.png
11,2024-05-06,Maharashtra,Banana Flower,17,20 - 22,20 - 28,1kg,resource/images/vegetables/bananaflower-64.png
12,2024-05-06,Maharashtra,Capsicum,50,58 - 64,60 - 83,1kg,resource/images/vegetables/capsicum-64.png
13,2024-05-06,Maharashtra,Bitter Gourd,35,40 - 44,42 - 58,1kg,resource/images/vegetables/bittergourd-64.png
14,2024-05-06,Maharashtra,Bottle Gourd,28,32 - 36,34 - 46,1kg,resource/images/vegetables/bottlegourd-64.png
15,2024-05-06,Maharashtra,Butter Beans,50,58 - 64,60 - 83,1kg,resource/images/vegetables/butterbeans-64.png
16,2024-05-06,Maharashtra,Broad Beans,34,39 - 43,41 - 56,1kg,resource/images/vegetables/broadbeans-64.png
17,2024-05-06,Maharashtra,Cabbage,18,21 - 23,22 - 30,1kg,resource/images/vegetables/cabbage-64.png
18,2024-05-06,Maharashtra,Carrot,45,52 - 57,54 - 74,1kg,resource/images/vegetables/carrot-64.png
19,2024-05-06,Maharashtra,Cauliflower,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cauliflower-64.png
20,2024-05-06,Maharashtra,Cluster beans,43,49 - 55,52 - 71,1kg,resource/images/vegetables/clusterbeans-64.png
21,2024-05-06,Maharashtra,Coconut,38,44 - 48,46 - 63,1kg,resource/images/vegetables/coconut-64.png
22,2024-05-06,Maharashtra,Colocasia Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/colocasialeaves-64.png
23,2024-05-06,Maharashtra,Colocasia,28,32 - 36,34 - 46,1kg,resource/images/vegetables/colocasia-64.png
24,2024-05-06,Maharashtra,Coriander Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/corianderleaves-64.png
25,2024-05-06,Maharashtra,Corn,30,35 - 38,36 - 50,1kg,resource/images/vegetables/corn-64.png
26,2024-05-06,Maharashtra,Cucumber,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cucumber-64.png
27,2024-05-06,Maharashtra,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
28,2024-05-06,Maharashtra,Dill Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/dillleaves-64.png
29,2024-05-06,Maharashtra,Drumsticks,50,58 - 64,60 - 83,1kg,resource/images/vegetables/drumsticks-64.png
30,2024-05-06,Maharashtra,Brinjal,28,32 - 36,34 - 46,1kg,resource/images/vegetables/brinjal-64.png
31,2024-05-06,Maharashtra,Brinjal (Big),26,30 - 33,31 - 43,1kg,resource/images/vegetables/brinjalbig-64.png
32,2024-05-06,Maharashtra,Elephant Yam,29,33 - 37,35 - 48,1kg,resource/images/vegetables/elephantyam-64.png
33,2024-05-06,Maharashtra,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
34,2024-05-06,Maharashtra,French Beans,54,62 - 69,65 - 89,1kg,resource/images/vegetables/frenchbeans-64.png
35,2024-05-06,Maharashtra,Garlic,168,193 - 213,202 - 277,1kg,resource/images/vegetables/garlic-64.png
36,2024-05-06,Maharashtra,Ginger,117,135 - 149,140 - 193,1kg,resource/images/vegetables/ginger-64.png
37,2024-05-06,Maharashtra,Onion Green,39,45 - 50,47 - 64,1kg,resource/images/vegetables/oniongreen-64.png
38,2024-05-06,Maharashtra,Green Peas,47,54 - 60,56 - 78,1kg,resource/images/vegetables/greenpeas-64.png
39,2024-05-06,Maharashtra,Ivy Gourd,22,25 - 28,26 - 36,1kg,resource/images/vegetables/ivygourd-64.png
40,2024-05-06,Maharashtra,Lemon (Lime),68,78 - 86,82 - 112,1kg,resource/images/vegetables/lemon-64.png
41,2024-05-06,Maharashtra,Mango Raw,24,28 - 30,29 - 40,1kg,resource/images/vegetables/mangoraw-64.png
42,2024-05-06,Maharashtra,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
43,2024-05-06,Maharashtra,Mushroom,86,99 - 109,103 - 142,1kg,resource/images/vegetables/mushroom-64.png
44,2024-05-06,Maharashtra,Mustard Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/mustardleaves-64.png
45,2024-05-06,Maharashtra,Ladies Finger,37,43 - 47,44 - 61,1kg,resource/images/vegetables/ladiesfinger-64.png
46,2024-05-06,Maharashtra,Pumpkin,19,22 - 24,23 - 31,1kg,resource/images/vegetables/pumpkin-64.png
47,2024-05-06,Maharashtra,Radish,26,30 - 33,31 - 43,1kg,resource/images/vegetables/radish-64.png
48,2024-05-06,Maharashtra,Ridge Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/ridgegourd-64.png
49,2024-05-06,Maharashtra,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg,resource/images/vegetables/shallot-64.png
50,2024-05-06,Maharashtra,Snake Gourd,22,25 - 28,26 - 36,1kg,resource/images/vegetables/snakegourd-64.png
51,2024-05-06,Maharashtra,Sorrel Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/sorrelleaves-64.png
52,2024-05-06,Maharashtra,Spinach,15,17 - 19,18 - 25,1kg,resource/images/vegetables/spinach-64.png
53,2024-05-06,Maharashtra,Sweet Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/sweetpotato-64.png
0,2024-05-07,Maharashtra,Onion Big,24,28 - 30,29 - 40,1kg,resource/images/vegetables/onionbig-64.png
1,2024-05-07,Maharashtra,Onion Small,36,41 - 46,43 - 59,1kg,resource/images/vegetables/onionsmall-64.png
2,2024-05-07,Maharashtra,Tomato,24,28 - 30,29 - 40,1kg,resource/images/vegetables/tomato-64.png
3,2024-05-07,Maharashtra,Green Chilli,40,46 - 51,48 - 66,1kg,resource/images/vegetables/greenchili-64.png
4,2024-05-07,Maharashtra,Beetroot,40,46 - 51,48 - 66,1kg,resource/images/vegetables/beetroot-64.png
5,2024-05-07,Maharashtra,Potato,27,31 - 34,32 - 45,1kg,resource/images/vegetables/potato-64.png
6,2024-05-07,Maharashtra,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,resource/images/vegetables/plantain-64.png
7,2024-05-07,Maharashtra,Amaranth Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/amaranthleaves-64.png
8,2024-05-07,Maharashtra,Amla,75,86 - 95,90 - 124,1kg,resource/images/vegetables/amla-64.png
9,2024-05-07,Maharashtra,Ash gourd,17,20 - 22,20 - 28,1kg,resource/images/vegetables/ashgourd-64.png
10,2024-05-07,Maharashtra,Baby Corn,58,67 - 74,70 - 96,1kg,resource/images/vegetables/babycorn-64.png
11,2024-05-07,Maharashtra,Banana Flower,16,18 - 20,19 - 26,1kg,resource/images/vegetables/bananaflower-64.png
12,2024-05-07,Maharashtra,Capsicum,43,49 - 55,52 - 71,1kg,resource/images/vegetables/capsicum-64.png
13,2024-05-07,Maharashtra,Bitter Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bittergourd-64.png
14,2024-05-07,Maharashtra,Bottle Gourd,27,31 - 34,32 - 45,1kg,resource/images/vegetables/bottlegourd-64.png
15,2024-05-07,Maharashtra,Butter Beans,50,58 - 64,60 - 83,1kg,resource/images/vegetables/butterbeans-64.png
16,2024-05-07,Maharashtra,Broad Beans,29,33 - 37,35 - 48,1kg,resource/images/vegetables/broadbeans-64.png
17,2024-05-07,Maharashtra,Cabbage,21,24 - 27,25 - 35,1kg,resource/images/vegetables/cabbage-64.png
18,2024-05-07,Maharashtra,Carrot,46,53 - 58,55 - 76,1kg,resource/images/vegetables/carrot-64.png
19,2024-05-07,Maharashtra,Cauliflower,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cauliflower-64.png
20,2024-05-07,Maharashtra,Cluster beans,45,52 - 57,54 - 74,1kg,resource/images/vegetables/clusterbeans-64.png
21,2024-05-07,Maharashtra,Coconut,34,39 - 43,41 - 56,1kg,resource/images/vegetables/coconut-64.png
22,2024-05-07,Maharashtra,Colocasia Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/colocasialeaves-64.png
23,2024-05-07,Maharashtra,Colocasia,29,33 - 37,35 - 48,1kg,resource/images/vegetables/colocasia-64.png
24,2024-05-07,Maharashtra,Coriander Leaves,7,8 - 9,8 - 12,1kg,resource/images/vegetables/corianderleaves-64.png
25,2024-05-07,Maharashtra,Corn,29,33 - 37,35 - 48,1kg,resource/images/vegetables/corn-64.png
26,2024-05-07,Maharashtra,Cucumber,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cucumber-64.png
27,2024-05-07,Maharashtra,Curry Leaves,30,35 - 38,36 - 50,1kg,resource/images/vegetables/curryleaves-64.png
28,2024-05-07,Maharashtra,Dill Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/dillleaves-64.png
29,2024-05-07,Maharashtra,Drumsticks,50,58 - 64,60 - 83,1kg,resource/images/vegetables/drumsticks-64.png
30,2024-05-07,Maharashtra,Brinjal,27,31 - 34,32 - 45,1kg,resource/images/vegetables/brinjal-64.png
31,2024-05-07,Maharashtra,Brinjal (Big),26,30 - 33,31 - 43,1kg,resource/images/vegetables/brinjalbig-64.png
32,2024-05-07,Maharashtra,Elephant Yam,28,32 - 36,34 - 46,1kg,resource/images/vegetables/elephantyam-64.png
33,2024-05-07,Maharashtra,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/fenugreekleaves-64.png
34,2024-05-07,Maharashtra,French Beans,52,60 - 66,62 - 86,1kg,resource/images/vegetables/frenchbeans-64.png
35,2024-05-07,Maharashtra,Garlic,152,175 - 193,182 - 251,1kg,resource/images/vegetables/garlic-64.png
36,2024-05-07,Maharashtra,Ginger,107,123 - 136,128 - 177,1kg,resource/images/vegetables/ginger-64.png
37,2024-05-07,Maharashtra,Onion Green,38,44 - 48,46 - 63,1kg,resource/images/vegetables/oniongreen-64.png
38,2024-05-07,Maharashtra,Green Peas,45,52 - 57,54 - 74,1kg,resource/images/vegetables/greenpeas-64.png
39,2024-05-07,Maharashtra,Ivy Gourd,27,31 - 34,32 - 45,1kg,resource/images/vegetables/ivygourd-64.png
40,2024-05-07,Maharashtra,Lemon (Lime),67,77 - 85,80 - 111,1kg,resource/images/vegetables/lemon-64.png
41,2024-05-07,Maharashtra,Mango Raw,28,32 - 36,34 - 46,1kg,resource/images/vegetables/mangoraw-64.png
42,2024-05-07,Maharashtra,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
43,2024-05-07,Maharashtra,Mushroom,94,108 - 119,113 - 155,1kg,resource/images/vegetables/mushroom-64.png
44,2024-05-07,Maharashtra,Mustard Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/mustardleaves-64.png
45,2024-05-07,Maharashtra,Ladies Finger,41,47 - 52,49 - 68,1kg,resource/images/vegetables/ladiesfinger-64.png
46,2024-05-07,Maharashtra,Pumpkin,19,22 - 24,23 - 31,1kg,resource/images/vegetables/pumpkin-64.png
47,2024-05-07,Maharashtra,Radish,24,28 - 30,29 - 40,1kg,resource/images/vegetables/radish-64.png
48,2024-05-07,Maharashtra,Ridge Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ridgegourd-64.png
49,2024-05-07,Maharashtra,Shallot (Pearl Onion),37,43 - 47,44 - 61,1kg,resource/images/vegetables/shallot-64.png
50,2024-05-07,Maharashtra,Snake Gourd,23,26 - 29,28 - 38,1kg,resource/images/vegetables/snakegourd-64.png
51,2024-05-07,Maharashtra,Sorrel Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/sorrelleaves-64.png
52,2024-05-07,Maharashtra,Spinach,10,12 - 13,12 - 17,1kg,resource/images/vegetables/spinach-64.png
53,2024-05-07,Maharashtra,Sweet Potato,37,43 - 47,44 - 61,1kg,resource/images/vegetables/sweetpotato-64.png
0,2024-05-08,Maharashtra,Onion Big,24,28 - 30,29 - 40,1kg,resource/images/vegetables/onionbig-64.png
1,2024-05-08,Maharashtra,Onion Small,36,41 - 46,43 - 59,1kg,resource/images/vegetables/onionsmall-64.png
2,2024-05-08,Maharashtra,Tomato,24,28 - 30,29 - 40,1kg,resource/images/vegetables/tomato-64.png
3,2024-05-08,Maharashtra,Green Chilli,40,46 - 51,48 - 66,1kg,resource/images/vegetables/greenchili-64.png
4,2024-05-08,Maharashtra,Beetroot,40,46 - 51,48 - 66,1kg,resource/images/vegetables/beetroot-64.png
5,2024-05-08,Maharashtra,Potato,27,31 - 34,32 - 45,1kg,resource/images/vegetables/potato-64.png
6,2024-05-08,Maharashtra,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,resource/images/vegetables/plantain-64.png
7,2024-05-08,Maharashtra,Amaranth Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/amaranthleaves-64.png
8,2024-05-08,Maharashtra,Amla,75,86 - 95,90 - 124,1kg,resource/images/vegetables/amla-64.png
9,2024-05-08,Maharashtra,Ash gourd,17,20 - 22,20 - 28,1kg,resource/images/vegetables/ashgourd-64.png
10,2024-05-08,Maharashtra,Baby Corn,58,67 - 74,70 - 96,1kg,resource/images/vegetables/babycorn-64.png
11,2024-05-08,Maharashtra,Banana Flower,16,18 - 20,19 - 26,1kg,resource/images/vegetables/bananaflower-64.png
12,2024-05-08,Maharashtra,Capsicum,43,49 - 55,52 - 71,1kg,resource/images/vegetables/capsicum-64.png
13,2024-05-08,Maharashtra,Bitter Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bittergourd-64.png
14,2024-05-08,Maharashtra,Bottle Gourd,27,31 - 34,32 - 45,1kg,resource/images/vegetables/bottlegourd-64.png
15,2024-05-08,Maharashtra,Butter Beans,50,58 - 64,60 - 83,1kg,resource/images/vegetables/butterbeans-64.png
16,2024-05-08,Maharashtra,Broad Beans,29,33 - 37,35 - 48,1kg,resource/images/vegetables/broadbeans-64.png
17,2024-05-08,Maharashtra,Cabbage,21,24 - 27,25 - 35,1kg,resource/images/vegetables/cabbage-64.png
18,2024-05-08,Maharashtra,Carrot,46,53 - 58,55 - 76,1kg,resource/images/vegetables/carrot-64.png
19,2024-05-08,Maharashtra,Cauliflower,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cauliflower-64.png
20,2024-05-08,Maharashtra,Cluster beans,45,52 - 57,54 - 74,1kg,resource/images/vegetables/clusterbeans-64.png
21,2024-05-08,Maharashtra,Coconut,34,39 - 43,41 - 56,1kg,resource/images/vegetables/coconut-64.png
22,2024-05-08,Maharashtra,Colocasia Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/colocasialeaves-64.png
23,2024-05-08,Maharashtra,Colocasia,29,33 - 37,35 - 48,1kg,resource/images/vegetables/colocasia-64.png
24,2024-05-08,Maharashtra,Coriander Leaves,7,8 - 9,8 - 12,1kg,resource/images/vegetables/corianderleaves-64.png
25,2024-05-08,Maharashtra,Corn,29,33 - 37,35 - 48,1kg,resource/images/vegetables/corn-64.png
26,2024-05-08,Maharashtra,Cucumber,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cucumber-64.png
27,2024-05-08,Maharashtra,Curry Leaves,30,35 - 38,36 - 50,1kg,resource/images/vegetables/curryleaves-64.png
28,2024-05-08,Maharashtra,Dill Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/dillleaves-64.png
29,2024-05-08,Maharashtra,Drumsticks,50,58 - 64,60 - 83,1kg,resource/images/vegetables/drumsticks-64.png
30,2024-05-08,Maharashtra,Brinjal,27,31 - 34,32 - 45,1kg,resource/images/vegetables/brinjal-64.png
31,2024-05-08,Maharashtra,Brinjal (Big),26,30 - 33,31 - 43,1kg,resource/images/vegetables/brinjalbig-64.png
32,2024-05-08,Maharashtra,Elephant Yam,28,32 - 36,34 - 46,1kg,resource/images/vegetables/elephantyam-64.png
33,2024-05-08,Maharashtra,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/fenugreekleaves-64.png
34,2024-05-08,Maharashtra,French Beans,52,60 - 66,62 - 86,1kg,resource/images/vegetables/frenchbeans-64.png
35,2024-05-08,Maharashtra,Garlic,152,175 - 193,182 - 251,1kg,resource/images/vegetables/garlic-64.png
36,2024-05-08,Maharashtra,Ginger,107,123 - 136,128 - 177,1kg,resource/images/vegetables/ginger-64.png
37,2024-05-08,Maharashtra,Onion Green,38,44 - 48,46 - 63,1kg,resource/images/vegetables/oniongreen-64.png
38,2024-05-08,Maharashtra,Green Peas,45,52 - 57,54 - 74,1kg,resource/images/vegetables/greenpeas-64.png
39,2024-05-08,Maharashtra,Ivy Gourd,27,31 - 34,32 - 45,1kg,resource/images/vegetables/ivygourd-64.png
40,2024-05-08,Maharashtra,Lemon (Lime),67,77 - 85,80 - 111,1kg,resource/images/vegetables/lemon-64.png
41,2024-05-08,Maharashtra,Mango Raw,28,32 - 36,34 - 46,1kg,resource/images/vegetables/mangoraw-64.png
42,2024-05-08,Maharashtra,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
43,2024-05-08,Maharashtra,Mushroom,94,108 - 119,113 - 155,1kg,resource/images/vegetables/mushroom-64.png
44,2024-05-08,Maharashtra,Mustard Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/mustardleaves-64.png
45,2024-05-08,Maharashtra,Ladies Finger,41,47 - 52,49 - 68,1kg,resource/images/vegetables/ladiesfinger-64.png
46,2024-05-08,Maharashtra,Pumpkin,19,22 - 24,23 - 31,1kg,resource/images/vegetables/pumpkin-64.png
47,2024-05-08,Maharashtra,Radish,24,28 - 30,29 - 40,1kg,resource/images/vegetables/radish-64.png
